Rank,TOP500 Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Power Source.1,Power Quality Level,Optimized Run (HPL),Optimized Run (Peak Power),Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID,doc_date
241,282,Rattler,"PowerEdge XE8545, AMD EPYC 7713 64C 2GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail",Dell Technologies HPC & AI Innovation Lab,DELL EMC,United States,2021,Vendor,26880,20736.0,2531.0,3940.61,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL,Linux,NVIDIA A100 40GB,64,AMD Milan,PowerEdge XE8545,Dell PowerEdge Cluster,Infiniband,Infiniband HDR200 dual rail,North America,50904,180040,2022-11-03
242,57,Amazon EC2 Instance Cluster us-east-1a,"Amazon EC2 r5.24xlarge, Xeon Platinum 8260 24C 2.4GHz, 25G Ethernet",Descartes Labs,Amazon Web Services,United States,2019,Industry,172692,-9999.0,9950.26,15106.52,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8124M 18C 3GHz,Intel Skylake,3000,Amazon Linux 2,Linux,None,18,Xeon Platinum,Amazon EC2 r5.24xlarge,Amazon EC2,Gigabit Ethernet,25G Ethernet,North America,50808,179974,2022-11-03
243,28,ARCHER2,"Cray XE, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",EPSRC/University of Edinburgh,HPE,United Kingdom,2021,Research,716800,-9999.0,19539.0,25804.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,HPE Cray OS,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Europe,50487,180036,2022-11-03
244,90,ONYX,"Cray XC40, Xeon E5-2699v4  22C 2.2GHz, Aries interconnect ",ERDC DSRC,HPE,United States,2017,Research,211816,-9999.0,6316.03,7455.92,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Xeon E5-2699v4  22C 2.2GHz,Intel Broadwell,2200,Cray Linux Environment ,Linux,None,22,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,47771,179100,2022-11-03
245,228,Freeman,"Cray CS500, AMD EPYC 7542 32C 2.9GHz, Mellanox InfiniBand HDR100",ERDC DSRC,HPE,United States,2020,Research,79104,-9999.0,2829.0,3670.43,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7542 32C 2.9GHz,AMD Zen-2 (Rome),2900,RHEL 7.7,Linux,None,32,AMD Rome,Cray CS500,Cray CS,Infiniband,InfiniBand HDR100,North America,47771,179843,2022-11-03
246,271,HPC3,"Lenovo NeXtScale nx360M5, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR, NVIDIA Tesla K80",Energy Company (A),Lenovo,Italy,2017,Industry,66000,39000.0,2592.0,3798.6,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,Linux,Linux,NVIDIA Tesla K80,18,Intel Xeon E5 (Broadwell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband EDR,Europe,49438,179071,2022-11-03
247,333,-9999,"Inspur TS10000 HPC Server, Xeon Gold 6226R 16C 2.9GHz, NVIDIA Tesla V100, 25G Ethernet",Energy Company B,Inspur,China,2020,Industry,49920,41600.0,2316.0,4412.1,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6226R 16C 2.9GHz,Intel Cascade lake,2900,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur TS10000 HPC Server,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50842,179869,2022-11-03
248,481,Bank P A2,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Financial Company P,Lenovo,China,2019,Industry,36000,24000.0,1809.34,3021.6,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50795,179648,2022-11-03
249,482,Bank P A2,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Financial Company P,Lenovo,China,2019,Industry,36000,24000.0,1809.34,3021.6,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50795,179659,2022-11-03
250,472,-9999,"ThinkSystem SR650, Xeon Gold 6138 20C 2GHz, 10G Ethernet, NVIDIA Tesla P100",Financial Company P,Lenovo,China,2019,Industry,66080,35840.0,1828.02,4981.76,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6138 20C 2GHz,Intel Skylake,2000,Linux,Linux,NVIDIA Tesla P100,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50795,179694,2022-11-03
251,446,-9999,"ThinkSystem SR650, Xeon Gold 6138 20C 2GHz, 10G Ethernet",Financial Company P,Lenovo,China,2019,Industry,57200,-9999.0,1914.59,3660.8,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6138 20C 2GHz,Intel Skylake,2000,Linux,Linux,None,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50795,179745,2022-11-03
252,224,-9999,"ThinkSystem SR650, Xeon Gold 6238 22C 2.1GHz, 10G Ethernet",Financial Services P,Lenovo,China,2020,Industry,94160,-9999.0,2867.64,6327.55,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6238 22C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,22,Xeon Gold 62xx (Cascade Lake),ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50855,179887,2022-11-03
253,55,Dogwood,"HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",GDIT/NOAA/WCOSS,HPE,United States,2020,Government,327680,-9999.0,10013.0,11796.48,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,HPE Cray OS,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,North America,50879,179945,2022-11-03
254,54,Cactus,"HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",GDIT/NOAA/WCOSS,HPE,United States,2021,Government,327680,-9999.0,10013.0,11796.48,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,HPE Cray OS,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,North America,50879,179944,2022-11-03
255,178,Dream-AI,"INSPUR NF5688M6, Intel Xeon Gold 6330 28C 2GHz, NVIDIA A100 SXM4 40 GB, Mellanox HDR Infiniband",GIST SCENT,Inspur,South Korea,2022,Academic,36960,34560.0,3179.0,6418.18,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100 SXM4 40 GB,32,Xeon® Platinum 83xx (Ice Lake),INSPUR NF5688M6,Inspur Cluster,Infiniband,Mellanox HDR Infiniband,Asia,50939,180120,2022-11-03
256,463,Phoenix,"Relion XE2142/XE1114GT, Intel Xeon Gold 6226 12C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand HDR100",Georgia Institute of Technology,Penguin Computing,United States,2020,Research,31104,-9999.0,1840.89,2687.39,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon Gold 6226 12C 2.7GHz,Intel Cascade lake,2700,Redhat Enterprise Linux 6,Linux,None,12,Xeon Gold 62xx (Cascade Lake),Relion XE1114GT,Penguin Computing Cluster,Infiniband,InfiniBand HDR100,North America,47935,179906,2022-11-03
257,163,CARO,"NEC HPC2808Ri-2, AMD EPYC 7702 64C 2GHz, InfiniBand HDR100",German Aerospace Center,NEC,Germany,2021,Research,174592,-9999.0,3458.3,5586.94,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7702 64C 2GHz,AMD Zen-2 (Rome),2000,Rocky Linux 8.4,Linux,None,64,AMD Rome,NEC HPC2808Ri-2,NEC Cluster,Infiniband,InfiniBand HDR100,Europe,50899,180038,2022-11-03
258,494,CARA,"NEC LX Cluster, AMD Epyc 7601 32C 2.2GHz, Infiniband HDR",German Aerospace Center,NEC,Germany,2019,Research,145920,-9999.0,1746.0,2568.192,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD Epyc 7601 32C 2.2GHz,AMD Zen (Naples),2200,Linux,Linux,None,32,AMD Naples,NEC LX Cluster,NEC Cluster,Infiniband,Infiniband HDR,Europe,50821,179779,2022-11-03
259,497,Q1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,32400,-9999.0,1735.66,2799.36,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,50774,179578,2022-11-03
260,80,PupMaya,"Apollo 2000, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR",Government,HPE,United States,2019,Government,169920,-9999.0,7483.73,12902.4,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS Linux 7,Linux,None,20,Xeon Gold,Apollo 2000,HPE Apollo,Infiniband,Infiniband EDR,North America,50798,179604,2022-11-03
261,72,Roxy,"Apollo 2000, Xeon Gold 6248 20C 2.5GHz, Infiniband EDR",Government,HPE,United States,2020,Government,174720,-9999.0,8124.48,13977.6,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,CentOS Linux 7,Linux,None,20,Xeon Gold 62xx (Cascade Lake),Apollo 2000,HPE Apollo,Infiniband,Infiniband EDR,North America,50046,179849,2022-11-03
262,403,-9999,"ThinkSystem SR650, Xeon Gold 6142 16C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2019,Government,44160,36800.0,2059.88,3862.252,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,50774,179741,2022-11-03
263,484,S1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,33840,-9999.0,1804.0,2923.776,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,50774,179581,2022-11-03
264,239,-9999,"ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2019,Government,59976,48960.0,2744.84,5354.878,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,50774,179742,2022-11-03
265,489,R1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,33120,-9999.0,1768.59,2861.568,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,50774,179580,2022-11-03
266,199,Komondor,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-11",Governmental Information-Technology Development Agency (KIFÜ),HPE,Hungary,2022,Academic,28768,25056.0,3088.5,4669.51,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,RHEL,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Milan,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-11,Europe,50927,180079,2022-11-03
267,492,POD3,"Huawei Cluster, Xeon Gold 6148 20C 2.4GHz, Infiniband",Group 42,xFusion,United Arab Emirates,2019,Industry,34800,-9999.0,1756.75,2672.64,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,None,20,Xeon Gold,Huawei Cluster,Huawei Cluster,Infiniband,Infiniband,Asia,50813,179715,2022-11-03
268,96,Lise,"Bull intel Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Intel Omni-Path",HLRN at ZIB/Konrad Zuse-Zentrum Berlin,Atos,Germany,2019,Academic,121920,-9999.0,6048.26,8930.92,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,CentOS,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),Bull intel Cluster,Bull Cluster,Omnipath,Intel Omni-Path,Europe,49361,179702,2022-11-03
269,98,Emmy+,"BullSequana X, Intel Xeon Platinum 9242/Gold 6148, Intel Omni-Path",HLRN+ at GWDG/University of Göttingen,Atos,Germany,2020,Academic,120296,-9999.0,5948.8,8911.2576,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,513792.0,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,Linux,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),BullSequana X,BullSequana,Omnipath,Intel Omni-Path,Europe,50848,179883,2022-11-03
270,398,Cannon,"ThinkSystem SD650, Xeon Platinum 8268 24C 2.9GHz, InfiniBand HDR100",Harvard University,Lenovo,United States,2019,Academic,32160,-9999.0,2076.89,2984.448,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8268 24C 2.9GHz,Intel Cascade lake,2900,Linux,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),ThinkSystem SD650,Lenovo ThinkSystem,Infiniband,InfiniBand HDR 100,North America,47974,179740,2022-11-03
271,142,hotlum,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-11",Hewlett Packard Enterprise,HPE,France,2022,Vendor,116736,-9999.0,3807.96,4576.0512,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,None,64,AMD Milan,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-11,Europe,50928,180094,2022-11-03
272,140,VEGA HPC CPU,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, Mellanox InfiniBand HDR100",IZUM,Atos,Slovenia,2021,Research,122880,-9999.0,3822.0,5367.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,Linux,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,50864,179936,2022-11-03
273,196,VEGA HPC GPU,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, NVIDIA A100, Infiniband HDR",IZUM,Atos,Slovenia,2021,Research,33600,25920.0,3096.0,4680.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,Linux,Linux,NVIDIA A100,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,Infiniband HDR,Europe,50864,179937,2022-11-03
274,176,"Big Red 200, GPU Partition","HPE Cray EX235n, AMD EPYC 7713 64C 2GHz, NVIDIA A100, Slingshot-10",Indiana University,HPE,United States,2021,Academic,31744,27648.0,3194.0,4006.14,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,SLES15 SP2,Linux,NVIDIA A100,64,AMD Milan,HPE Cray EX235n,HPE Cray EX,Gigabit Ethernet,Slingshot-10,North America,48098,180020,2022-11-03
275,296,Big Red 200,"HPE Cray EX425, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",Indiana University,HPE,United States,2020,Academic,84480,-9999.0,2431.2,3041.28,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,SLES15 SP2,Linux,None,64,AMD Rome,HPE Cray EX425,HPE Cray EX,Gigabit Ethernet,Slingshot-10,North America,48098,179949,2022-11-03
276,420,Grand Chariot,"PRIMERGY CX2550 M4 M4, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path","Information Initiative Center, Hokkaido University",Fujitsu,Japan,2018,Academic,39760,-9999.0,2000.0,3053.568,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,PRIMERGY CX2550 M4/CX2560 M4/CX2570 M4,Fujitsu PRIMERGY,Omnipath,Intel Omni-Path,Asia,50367,179445,2022-11-03
277,87,Flow,"PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D","Information Technology Center, Nagoya University",Fujitsu,Japan,2020,Academic,110592,-9999.0,6617.8,7785.6768,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,A64FX 48C 2.2GHz,Fujitsu ARM,2200,Red Hat Enterprise Linux,Linux,None,48,Fujitsu A64FX,PRIMEHPC FX1000,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect D,Asia,50495,179808,2022-11-03
278,116,Flow Type II subsystem,"PRIMERGY CX2570 M5, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100 SXM2, Infiniband EDR","Information Technology Center, Nagoya University",Fujitsu,Japan,2020,Academic,79560,70720.0,4880.46,7519.3,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6230 20C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,NVIDIA Tesla V100 SXM2,20,Xeon Gold 62xx (Cascade Lake),PRIMERGY CX2570 M5,Fujitsu PRIMERGY,Infiniband,Infiniband EDR,Asia,50495,179897,2022-11-03
279,445,-9999,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Company,Inspur,China,2017,Industry,40320,38400.0,1921.0,3520.512,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50743,179795,2022-11-03
280,325,-9999,"Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2020,Industry,48160,44800.0,2336.0,4368.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8260M 24C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum 82xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179822,2022-11-03
281,324,-9999,"Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2020,Industry,48160,44800.0,2336.0,4368.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8260M 24C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum 82xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179821,2022-11-03
282,381,-9999,"INSPUR NF5288M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2018,Industry,53760,51200.0,2109.0,4652.032,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179610,2022-11-03
283,400,JD I1,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet",Internet Company,Lenovo,China,2018,Industry,52320,-9999.0,2074.04,4018.176,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50598,179661,2022-11-03
284,414,-9999,"Inspur NF5468M5, Xeon Platinum 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2020,Industry,41280,38400.0,2011.0,3744.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8260M 24C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum 82xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179826,2022-11-03
285,478,-9999,"INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2018,Industry,48880,41600.0,1820.0,4140.032,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,2000,CentOS,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR SA5212M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179789,2022-11-03
286,408,-9999,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2019,Industry,53040,49920.0,2028.0,4648.176,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179797,2022-11-03
287,455,-9999,"INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2018,Industry,173680,166400.0,1872.0,15162.368,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,2000,CentOS,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR SA5212M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179790,2022-11-03
288,407,-9999,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2019,Industry,53040,49920.0,2028.0,4648.176,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179763,2022-11-03
289,477,-9999,"INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2018,Industry,48880,41600.0,1820.0,4140.032,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,2000,CentOS,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR SA5212M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179788,2022-11-03
290,429,-9999,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,45152,43520.0,1975.0,4010.477,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179762,2022-11-03
